cj,gg,name,price,price2,券后价,xq
"A&Z Pharmaceutical,Inc.（分包装厂：安士制药（中山）有限公司）",规格：60片,维D钙咀嚼片(迪巧),47.4,,43.62,效期： 2021-07-30 
国药控股星鲨制药（厦门）有限公司,规格：100mg*60粒,维生素E软胶囊,5.7,,5.25,效期： 2022-12-31 
四川依科制药有限公司,规格：50包,复方氨酚那敏颗粒,9,,8.28,效期： 2021-12-31 
昆明赛诺制药股份有限公司,规格：50ml*2瓶(带喷头),康复新液,16.8,,15.46,效期： 2022-09-30 
哈药集团制药总厂,规格：0.25g*24粒,头孢拉定胶囊,4.8,,4.42,效期： 2021-06-19 
贵州神奇药业有限公司,规格：120ml,强力枇杷露,9.9,,,效期： 2021-04-30 
四川菲德力制药有限公司,规格：10粒,氨咖黄敏胶囊,,￥0.55,,效期： 2022-01-31 
江苏恒瑞医药股份有限公司,规格：0.15g*7片,厄贝沙坦片,5.6,,5.15,效期： 2022-02-13 
天津太平洋制药有限公司,规格：10g:2.5mg,醋酸氟轻松乳膏,1.6,,1.47,效期： 2022-12-31 
九芝堂股份有限公司,规格：200丸,六味地黄丸,11.9,,10.95,效期： 2022-10-31 
马应龙药业集团股份有限公司,规格：1.5g*6枚,马应龙麝香痔疮栓,11.8,,10.86,效期： 2021-07-31 
吉林龙泰制药股份有限公司,规格：10克*6袋,荨麻疹丸,7,,6.44,效期： 2022-12-31 
国药集团致君(深圳)制药有限公司（原深圳致,规格：50mg*6袋,头孢克肟颗粒(达力芬),,￥7.85,,效期： 2022-05-31 
陕西步长制药有限公司,规格：0.4g*36粒,脑心通胶囊,26.25,,24.16,效期： 2021-10-31 
苏州俞氏药业有限公司,规格：5mg*14片,苯磺酸氨氯地平片,2.3,,2.12,效期： 2022-02-27 
国药集团武汉中联四药药业有限公司,规格：40*3袋,足光散,,￥4.00,,效期： 2021-10-31 
广西纯正堂制药有限公司,规格：5g*10袋,愈酚喷托异丙嗪颗粒(伤风止咳颗粒),,￥3.50,,效期： 2021-07-01 
江西珍视明药业有限公司,规格：5ml:15mg:5mg,妥布霉素地塞米松滴眼液,7.7,,7.09,效期： 2021-10-31 
山西亨瑞达制药有限公司,规格：50mg*100片,酚酞片(果导片),7.3,,6.72,效期： 2022-12-27 
华中药业股份有限公司,规格：4mg*100片,马来酸氯苯那敏片(扑尔敏片),3.9,,3.59,效期： 2021-03-31 
阿斯利康制药有限公司,规格：50mg*20片,酒石酸美托洛尔片(倍他乐克),10.8,,9.94,效期： 2022-07-31 
贵州神奇药业有限公司,规格：3g*9袋,枇杷止咳颗粒,9.5,,8.74,效期： 2022-07-31 
四川科伦药业股份有限公司,规格：0.25g*12片,奥硝唑片(基药),4.1,,3.77,效期： 2023-02-09 
广西药用植物园制药厂,规格：0.25g*100片,元胡止痛片,,￥2.70,2.48,效期： 2022-09-03 
浙江康恩贝制药股份有限公司,规格：0.57g*60片,普乐安片(前列康片),17.6,,,效期： 2022-07-31 
四川省伊洁士医疗科技有限公司,规格：500ml,消毒酒精75％,,￥4.50,,效期： 2022-02-15 
邯郸制药股份有限公司,规格：9g*9丸,摩罗丹,,￥20.80,,效期： 2022-06-22 
广东大冢制药有限公司,规格：30ML:0.15mg,盐酸丙卡特罗口服溶液(美普清),,￥11.25,,效期： 2021-04-22 
重庆和平制药有限公司,规格：0.386g*100包,阿咖酚散(方盒蓝色包装),4.85,,4.46,效期： 2021-12-31 
南昌市飞弘药业有限公司,规格：100mg*10片,尼美舒利分散片,4.25,,3.91,效期： 2022-02-28 
国药集团致君(深圳)坪山制药有限公司,规格：100ml:0.3g,盐酸氨溴索口服溶液,4.45,,4.1,效期： 2021-11-30 
杭州澳医保灵药业有限公司,规格：10mg*10片,依巴斯汀片,13,,11.96,效期： 2021-11-24 
广西邦琪药业集团有限公司,规格：100片,龙胆泻肝片,4.4,,4.05,效期： 2022-01-31 
海口市制药厂有限公司,规格：0.24g*24片,枫蓼肠胃康片,4.5,,4.14,效期： 2022-09-30 
四川康福来药业集团有限公司委托四川依科制药有限公司,规格：0.1g*10粒/板*50板/盒,诺氟沙星胶囊,,￥0.45,,效期： 2022-11-30 
南京易亨制药有限公司,规格：12粒*2板,双氯芬酸钠缓释胶囊,6.5,,,效期： 2021-11-30 
黑龙江康麦斯药业有限公司,规格：0.4g*60片,乳酸菌素片,3.6,,3.31,效期： 2022-10-31 
华中药业股份有限公司,规格：10mg*1000片,维生素B1片,,￥9.55,,效期： 2022-08-31 
上海罗氏制药有限公司,规格：0.25g*40片,多巴丝肼片,,￥75.00,69.02,效期： 2023-09-05 
长春大政药业科技有限公司,规格：0.25g*12粒*2板,通便灵胶囊,3.2,,2.94,效期： 2021-10-31 
重庆和平制药有限公司,规格：0.386g*100包,阿咖酚散(长盒),4.9,,4.51,效期： 2022-01-31 
江苏亚邦爱普森药业有限公司,规格：20mg*100片,呋塞米片,9.3,,8.56,效期： 2022-01-31 
苏州弘森药业股份有限公司,规格：20mg*100片,螺内酯片,,￥6.20,5.71,效期： 2022-12-31 
苏州弘森药业股份有限公司,规格：0.15g*30粒,盐酸雷尼替丁胶囊,5.5,,5.06,效期： 2023-02-28 
广东嘉应制药股份有限公司,规格：0.25g*100片(精),消炎利胆片,4.85,,4.46,效期： 2022-09-30 
s.a.ALCON-COUVREURn.v.（比利时）,规格：5ml/支(0.3%),妥布霉素滴眼液(托百士),14.9,,13.71,效期： 2022-01-31 
北京韩美药品有限公司,规格：1g*60袋,枯草杆菌二联活菌颗粒(妈咪爱),78.5,,72.24,效期： 2021-11-16 
贵州百灵企业集团制药股份有限公司,规格：12片*2板,维C银翘片,2.75,,2.53,效期： 2022-02-05 
江西珍视明药业有限公司,规格：6ml:6.6mg*120喷,曲安奈德鼻喷雾剂,14.9,,13.71,效期： 2023-05-31 
重庆科瑞制药(集团)有限公司,规格：10g*3％,阿昔洛韦乳膏,1.6,,1.47,效期： 2021-10-31 
湖南千金湘江药业股份有限公司,规格：10mg*16片,马来酸依那普利片,7.2,,6.63,效期： 2021-10-31 
四川蓉康世圣药业有限责任公司新都分公司,"规格：RK/KZ-A,175mm*95mm;",一次性使用医用口罩,1.9,,,效期： 2022-03-18 
黑龙江龙桂制药有限公司,规格：4g*12袋,小儿咽扁颗粒,3.8,,3.5,效期： 2022-09-30 
广西壮族自治区花红药业股份有限公司,规格：33ml,消肿止痛酊,9.2,,8.47,效期： 2023-01-16 
四川省旺林堂药业有限公司,规格：0.25g*6片,克拉霉素分散片,,￥4.50,,效期： 2021-12-31 
烟台荣昌制药股份有限公司,规格：0.5g*4片,荣昌肛泰,29.9,,27.52,效期： 2021-11-30 
四川依科制药有限公司(原四川蜀中制药有限公司）,规格：10粒*200板,氨咖黄敏胶囊,0.58,,0.53,效期： 2021-12-31 
广东嘉应制药股份有限公司,规格：48片,重感灵片,3.65,,3.36,效期： 2023-01-31 
浙江震元制药有限公司,规格：50万U*100片,制霉素片,28.05,,25.81,效期： 2021-11-30 
浙江仙琚制药股份有限公司,规格：5mg*1000片,醋酸泼尼松片,29.2,,26.87,效期： 2022-10-31 
海南亚洲制药股份有限公司,规格：10粒,复方氨酚烷胺胶囊(快克胶囊),7.7,,7.09,效期： 2022-10-31 
山东博士伦福瑞达制药有限公司,规格：10ml,复方硫酸软骨素滴眼液(润洁蓝),13.2,,12.15,效期： 2021-06-03 
北京同仁堂科技发展股份有限公司制药厂,规格：360丸,金匮肾气丸,12.8,,11.78,效期： 2023-06-30 
亚宝药业集团股份有限公司,规格：100片,复方利血平片(复方降压片),5.7,,5.25,效期： 2021-05-31 
广州白云山中一药业有限公司,规格：30g(120丸),消渴丸,17.5,,16.11,效期： 2022-12-31 
湖南五洲通药业有限责任公司,规格：10g:0.3g,阿昔洛韦乳膏,0.9,,0.83,效期： 2022-10-31 
广东恒健制药有限公司,规格：20g,鱼石脂软膏,,￥12.90,,效期： 2022-11-15 
太极集团重庆桐君阁药厂有限公司,规格：6g*5袋,槐角丸,5.05,,4.65,效期： 2022-08-31 
江苏万高药业股份有限公司,规格：0.4g*36片,活血止痛片,5.1,,4.69,效期： 2021-07-31 
广西济民制药有限公司,规格：15g*9袋,西青果颗粒,6,,5.52,效期： 2022-01-31 
北京韩美药品有限公司,规格：1g*30袋,枯草杆菌二联活菌颗粒(妈咪爱),48,,44.17,效期： 2021-10-29 
山东罗欣药业集团股份有限公司,规格：0.2g*12片,盐酸左氧氟沙星片(基药),2.2,,2.02,效期： 2021-10-02 
国药集团德众(佛山)药业有限公司,规格：0.37g*72片,鼻炎康片,18.5,,,效期： 2022-03-28 
国药集团致君（深圳）制药有限公司,规格：0.125g*12粒,头孢呋辛酯胶囊,,￥5.10,,效期： 2022-10-31 
四川峨嵋山药业有限公司,规格：10g*18袋,复方胃蛋白酶颗粒(消食灵颗粒),5.9,,5.43,效期： 2021-06-30 
四川百利药业有限责任公司,规格：50mg*18袋,利巴韦林颗粒,,￥2.00,,效期： 2020-10-31 
重庆科瑞制药（集团）有限公司,规格：0.25g*24粒,氨苄西林胶囊,3.25,,2.99,效期： 2021-10-31 
贵州汉方药业有限公司,规格：15g*10袋,黄芪颗粒,,￥17.20,,效期： 2021-11-09 
昆明双龙卫生材料有限公司,规格：13卷*1000cm,绑扎胶布,12,,11.04,效期： 2022-01-14 
云南滇中药业有限公司,规格：60片,鼻舒适片,2.65,,2.44,效期： 2022-10-31 
江苏福邦药业有限公司,规格：0.1g*12粒,盐酸左氧氟沙星胶囊,,￥1.40,,效期： 2021-08-31 
灵源药业有限公司,规格：0.6g*10支,冰硼散,5.4,,4.97,效期： 2021-09-28 
辰欣佛都药业(汶上)有限公司,规格：0.3%：5ml,盐酸左氧氟沙星滴眼液,1.8,,1.66,效期： 2021-12-05 
佑华制药（乐山）有限公司委托四川金药师制药有限公司,规格：10g*10袋,复方百部止咳颗粒,3.1,,2.85,效期： 2021-09-30 
成都九芝堂金鼎药业有限公司,规格：40g*3袋,足光散,6.98,,6.42,效期： 2021-11-30 
四川旭阳药业有限责任公司,规格：2g*12袋,小儿咳喘灵颗粒,3.3,,3.04,效期： 2022-05-31 
四川彩虹制药有限公司,规格：10ml*10支,藿香正气水,2.3,,2.12,效期： 2021-10-31 
四川同人泰药业股份有限公司,规格：25mg*100片,二甲硅油片(消胀片),8.25,,7.59,效期： 2022-08-31 
吉林省俊宏药业有限公司,规格：12片*3板,藿香清胃片,,￥5.95,5.48,效期： 2022-12-31 
广东省惠州市中药厂有限公司,规格：50片,清热散结片,3.2,,2.94,效期： 2021-12-31 
黑龙江葵花药业股份有限公司,规格：0.35g*100片,护肝片,24.8,,22.82,效期： 2022-09-30 
上海世康特制药有限公司,规格：7g/支,复方酮康唑软膏,,￥1.70,,效期： 2021-07-31 
成都东洋百信制药有限公司,规格：20ml,正红花油,5.8,,5.34,效期： 2022-12-31 
成都恒瑞制药有限公司,规格：10mg*6片*2板,盐酸西替利嗪片(比特力),4.8,,4.42,效期： 2021-09-22 
上海强生制药有限公司,规格：35ml(30ml:0.6g),布洛芬混悬液,,￥13.90,,效期： 2022-09-30 
四川德峰药业有限公司,规格：0.5mg*10片*2板,甲钴胺片,3.8,,,效期： 2021-02-28 
浙江昂利康制药股份有限公司,规格：0.1g*12粒,头孢克肟胶囊,,￥4.80,,效期： 2021-10-31 
云南楚雄云中制药有限责任公司,规格：24片,通窍鼻炎片,1.9,,1.75,效期： 2022-11-30 
北京中惠药业有限公司,规格：0.25g*48片,盐酸二甲双胍片,3,,2.76,效期： 2021-12-19 
华润紫竹药业有限公司,规格：0.75mg*2片,左炔诺孕酮片(毓婷),9.45,,8.7,效期： 2024-08-18 
华润三九医药股份有限公司,规格：20g*6袋,三九胃泰颗粒,14,,12.88,效期： 2022-01-31 
四川科伦药业股份有限公司,规格：0.25g*6片,阿奇霉素分散片,2.3,,2.12,效期： 2021-11-24 
亚宝药业集团股份有限公司,规格：60mg*100片,曲克芦丁片,4.65,,4.28,效期： 2021-09-30 
滇虹药业集团股份有限公司(昆明滇虹药业有,规格：7g,复方酮康唑软膏(皮康王),,￥5.20,,效期： 2021-07-14 
广州白云山天心制药股份有限公司,规格：4mg*14片,坎地沙坦酯片,7,,6.44,效期： 2021-11-30 
云南省曲靖药业有限公司,规格：12片*40袋,维C银翘片,23.5,,21.63,效期： 2021-12-31 
江苏晨牌邦德药业有限公司,规格：200ml*1瓶,复方氯己定含漱液,6.8,,6.26,效期： 2022-02-27 
辉瑞制药有限公司,规格：5mg*7片,苯磺酸氨氯地平片(络活喜),,￥23.50,,效期： 2024-06-30 
国药集团汕头金石制药有限公司,规格：0.5g*30粒,阿莫西林胶囊,6.75,,6.21,效期： 2022-02-28 
北京华素制药股份有限公司,规格：1.5mg*15片,西地碘含片,7.2,,6.63,效期： 2021-09-30 
贵州百灵企业集团制药股份有限公司,规格：100ml,咳速停糖浆,8.2,,7.55,效期： 2021-11-11 
澳美制药厂,规格：5g,夫西地酸乳膏,11.5,,10.58,效期： 2022-08-31 
广东康奇力药业股份有限公司,规格：30粒,咳特灵胶囊,3.3,,,效期： 2021-06-30 
华润双鹤利民药业（济南）有限公司,规格：20mg*30片,硝苯地平缓释片(Ⅱ)(瓶装),6.05,,5.57,效期： 2021-09-30 
海南碧凯药业有限公司,规格：1.74g*8粒,保妇康栓,29.5,,27.15,效期： 2021-12-11 
青岛海诺生物工程有限公司,规格：100片70mm*35mm,医用输液贴,2.8,,2.58,效期： 2022-03-02 
苏州东瑞制药有限公司,规格：5mg*12片,盐酸左西替利嗪片,5.1,,4.69,效期： 2022-02-25 
福元药业有限公司（原福元药业股份有限公司）,规格：10ml:0.1％,哈西奈德溶液(乐肤液),5.7,,5.25,效期： 2023-02-28 
黑龙江天龙药业有限公司,规格：15ml,口腔炎喷雾剂,,￥7.80,,效期： 2022-10-31 
四川川大华西药业股份有限公司,规格：2g*9袋,通窍鼻炎颗粒,7,,6.44,效期： 2021-10-31 
国药集团容生制药有限公司(原天津药业焦作有限公司）,规格：1.5mg*12片*2袋,西地碘含片,2.1,,1.93,效期： 2021-11-30 
山东益康药业股份有限公司,规格：10ml*15支,盐酸氨溴索口服溶液,6,,5.52,效期： 2021-10-31 
国药集团工业有限公司,规格：2.5mg*15片*2板,(基)吲达帕胺片,3.9,,3.59,效期： 2022-12-25 
国药集团容生制药有限公司,规格：4mg*100片,马来酸氯苯那敏片,3,,2.76,效期： 2022-06-30 
甘肃祁连山药业股份有限公司,规格：0.25g*100片,土霉素片,4.2,,3.87,效期： 2022-10-31 
北京中新药业股份有限公司,规格：0.1g*1000片,盐酸吗啉胍片,41.1,,37.82,效期： 2022-08-31 
成都市卫生材料厂,规格：I-40（40支）,医用棉签,0.6,,0.55,效期： 2021-11-13 
昆药集团血塞通药业股份有限公司,规格：50mg(0.125g)*12片*2板,血塞通片(薄膜衣片),7.3,,6.72,效期： 2022-11-14 
广东先强药业有限公司,规格：0.1g*6片,头孢克肟分散片(先强严灵),,￥2.99,,效期： 2021-09-30 
湖北科伦药业有限公司,规格：20ml:10g*5支(玻璃瓶),葡萄糖注射液,,￥1.75,,效期： 2021-04-30 
广西金页制药有限公司,规格：100片,复方穿心莲片,1.35,,1.24,效期： 2021-08-31 
浙江京新药业股份有限公司,规格：0.25g*6片,克拉霉素片,,￥2.98,,效期： 2021-09-30 
华润三九医药股份有限公司委托惠州市九惠制药股份有限公司,规格：20g:15mg,复方醋酸地塞米松乳膏,8.15,,7.5,效期： 2022-11-30 
澳美制药厂,规格：10g,卤米松乳膏,21.6,,19.88,效期： 2022-09-30 
广州白云山医药集团股份有限公司白云山制药总厂,规格：50mg*1片,枸橼酸西地那非片(金戈),,￥24.50,,效期： 2022-11-30 
上海复旦复华药业有限公司,规格：0.2g*24片,氯唑沙宗片,3.15,,2.9,效期： 2022-09-30 
四川德元药业集团有限公司,规格：100片,桔梗冬花片,2.8,,2.58,效期： 2021-11-30 
广州花城药业有限公司（原广州市花城制药厂）,规格：100片,感冒清片,6.1,,,效期： 2021-05-31 
广州誉东健康制药有限公司(原广州迈特兴华）,规格：500mg*24片,氯化钾缓释片,7.6,,6.99,效期： 2021-06-30 
黑龙江瑞格制药有限公司,规格：10ml*10支,双黄连口服液,10.5,,9.66,效期： 2022-01-31 
武汉五景药业有限公司,规格：10ml:5mg,滴眼用利福平,2.9,,2.67,效期： 2021-07-31 
四川同人泰药业股份有限公司,规格：10g*20袋,藿香正气颗粒,,￥6.30,,效期： 2022-12-31 
广州白云山医药集团股份有限公司白云山何济公制药厂,规格：10g:7.5mg,复方醋酸地塞米松乳膏,2.03,,1.87,效期： 2021-06-30 
广东恒诚制药股份有限公司（原广东恒诚制药有限公司）,规格：0.393g*100片,复方鱼腥草片(薄膜衣片),3.3,,3.04,效期： 2021-10-31 
广东安诺药业股份有限公司,规格：2.5mg*28片,吲达帕胺片,7.27,,6.69,效期： 2021-10-31 
广东省惠州市中药厂有限公司,规格：12片*3板,清热散结片,,￥3.05,,效期： 2021-11-30 
上海海虹实业(集团)巢湖今辰药业有限公司,规格：0.5g*12片*2板,氯化钾缓释片,5,,4.6,效期： 2021-12-31 
云南省曲靖药业有限公司,规格：0.6g*24片,清肺抑火片,1.45,,1.33,效期： 2022-11-30 
广州白云山光华制药股份有限公司,规格：15mg*24片,氢溴酸右美沙芬片,5.5,,5.06,效期： 2021-10-31 
Pfizer Pharmaceuticals LLC（分包装厂：辉瑞制药有限公司）,规格：0.2g*6粒,塞来昔布胶囊,,￥29.99,,效期： 2022-06-30 
葵花药业集团（襄阳）隆中有限公司,规格：5g*10袋,小儿柴桂退热颗粒,18.8,,17.3,效期： 2022-07-31 
太极集团四川绵阳制药有限公司,规格：100片,舒筋活血片,4.9,,4.51,效期： 2024-01-31 
云鹏医药集团有限公司(原山西云鹏制药有限公司),规格：0.15g*30粒,盐酸雷尼替丁胶囊,,￥4.50,,效期： 2023-02-22 
成都苑东生物制药股份有限公司,规格：5mg*18片,富马酸比索洛尔片,,￥16.80,,效期： 2021-04-30 
山东鑫齐药业有限公司,规格：5mg*14片,苯磺酸氨氯地平片,3.69,,3.4,效期： 2022-02-28 
浙江震元制药有限公司,规格：250mg*6片,克拉霉素片,3,,2.76,效期： 2021-11-30 
贵州三力制药股份有限公司,规格：20ml,开喉剑喷雾剂,,￥26.10,,效期： 2021-12-11 
